Obteniendo ofertas de servicios...
OK
ID                                                                   Nombre                                                     Proveedor                           Etiquetas   
bd517bf0-88ba-11ea-a52e-91aeb42a4019                                 satellite                                                  IBM                                 apidocs_enabled,compute,ibm_created,rc_compatible,satellite_enabled   
schematics                                                           schematics                                                 IBM Cloud Schematics                apidocs_enabled,dev_ops,ibm_created,ibm_release,lite,rc_compatible,service endpoint supported,service_endpoint_supported   
ebc0cdb0-af2a-11ea-98c7-29e5db822649                                 secrets-manager                                            IBM                                 apidocs_enabled,eu_access,ibm_created,rc_compatible,security,service_endpoint_supported   
IBM_SecureGateway                                                    securegateway                                              IBM                                 api,apidocs_enabled,bluemix_extensions,gc_migrate,ibm_created,ibm_dedicated_public,ibm_deprecated,integration   
2ee2b5a9-fee8-419f-a8be-510bd12de96a                                 simplecloud.io                                             SummuS Render S.L.                  ibm_dedicated_public,ibm_third_party,integration   
151a321c-6289-420c-bce5-b2e9525c38a7                                 sizeup-small-business-intelligence                         SizeUp, Inc.                        dev_ops,gc_migrate,ibm_dedicated_public,ibm_third_party,private   
fdf77820-deed-11e9-911d-5f09017358ff                                 skytap                                                     Skytap, Inc                         compute,ibm_release,ibm_third_party,rc_compatible,supports_syndication   
c69f92eb-f381-4ed9-8e85-59ac41dfcd8f                                 spark                                                      IBM                                 big_data,gc_migrate,ibm_created,ibm_deprecated,ibm_release,lite   
bc35fb8c-bc5b-431b-859e-3861771d5843                                 speech-to-text                                             IBM                                 apidocs_enabled,eu_access,gc_migrate,hipaa,ibm_created,ibm_dedicated_public,ibm_release,lite,rc_compatible,watson   
e7623978-519a-42e1-ba8f-67a10a883e3f                                 splice-pre-cat-insurance-notifications                     SPLICE Software                     dev_ops,finance,gc_migrate,ibm_dedicated_public,ibm_third_party   
a0814030-c9dd-11e7-9a5e-19d80fed5e00                                 sql-query                                                  IBM                                 apidocs_enabled,data_management,ibm_created,lite,rc_compatible   
38ae3340-b0f3-470e-b0fc-db28f19be7da                                 strands-business-financial-management                      Strands                             dev_ops,gc_migrate,ibm_dedicated_public,ibm_third_party,private   
5acdbc42-8965-48f9-8a3c-1c728b6ed2c4                                 streaming-analytics                                        IBM Streams                         analytics,apidocs_enabled,big_data,gc_migrate,iam_compatible,ibm_created,ibm_dedicated_public,ibm_release,lite,rc_compatible   
090c2c10-8c38-11e8-bec2-493df9c49eb8                                 sysdig-monitor                                             IBM                                 apidocs_enabled,eu_access,ibm_created,ibm_release,logging_monitoring,rc_compatible,supports_syndication   
983cd952-9671-47a7-908a-f59a076eb933                                 telstra-messaging-api                                      Telstra Corporation Limited         gc_migrate,ibm_dedicated_public,ibm_third_party,mobile   
282c1d79-9176-4597-9cff-941a8d6cfd4c                                 text-to-speech                                             IBM                                 apidocs_enabled,eu_access,gc_migrate,hipaa,ibm_created,ibm_dedicated_public,ibm_release,lite,rc_compatible,watson   
8cf956de-e7c2-4a02-8f3b-ae554fa55cf8                                 tone-analyzer                                              IBM                                 apidocs_enabled,eu_access,gc_migrate,hipaa,ibm_created,ibm_dedicated_public,ibm_release,lite,rc_compatible,watson   
e512e5f0-64fb-11e8-9c23-830c05b8b729                                 toolchain                                                  IBM                                 dev_ops,ibm_created,ibm_release,lite,rc_compatible   
10dcbebb-c6e6-40c8-a5ba-10b7fc16d38a                                 totum-risk                                                 Totum Risk                          dev_ops,finance,gc_migrate,ibm_dedicated_public,ibm_third_party   
7e72e70b-546c-4dea-abe9-8a9a81f44943                                 tradeit                                                    TradeIt                             dev_ops,finance,gc_migrate,ibm_dedicated_public,ibm_third_party   
f38a4da0-c353-11e9-83b6-a36a57a97a06                                 transit.gateway                                            IBM                                 apidocs_enabled,financial services,fs cloud,fs_ready,fss,ibm_created,network_interconnectivity,rc_compatible,transit   
1e6f57b6-08fa-4579-b792-96eb536868e4                                 twilio-authy                                               Twilio                              gc_migrate,ibm_dedicated_public,ibm_third_party,security   
645ca653-38b8-4bbe-a532-f3511683d65a                                 twilio-programmable-sms                                    Twilio                              gc_migrate,ibm_dedicated_public,ibm_third_party,web_and_app   
652414f6-7c44-4faa-8075-5b9219e9a05a                                 twilio-programmable-video                                  Twilio                              dev_ops,gc_migrate,ibm_dedicated_public,ibm_third_party   
477c8d09-81e9-48e2-b04c-6157bb2f234f                                 twilio-programmable-voice                                  Twilio                              dev_ops,gc_migrate,ibm_dedicated_public,ibm_third_party   
efe0bdb3-7a00-44e9-bb4b-3d6209d5d3c4                                 twilio-verify                                              Twilio                              gc_migrate,ibm_dedicated_public,ibm_third_party,security   
5f5fa0b9-fd41-4d55-8f4b-81a154580170                                 ucloud-multitenant-core-platform-for-vmware                Ustore S.A.                         dev_ops,gc_migrate,ibm_dedicated_public,ibm_third_party   
ed1c54af-979b-47eb-b97a-4b6aa4aaebfb                                 unificationengine                                          Unified Inbox Pte. Ltd.             gc_migrate,ibm_dedicated_public,ibm_third_party,internet_of_things   
cf329950-0a3e-11e8-922e-f1366c6e1c83                                 vmware-solutions                                           IBM                                 apidocs_enabled,caveonix,compute_baremetal,financial services,fortigate,fs cloud,fs_ready,fss,hcx,hipaa,horizon,hytrust,ibm_created,ibm_release,juniper,kmip,rc_compatible,riskforesight,vcenter,vcloud,veeam,vrealize,vsphere,vsrx,zerto   
VoiceAgent09152017                                                   voiceagent                                                 IBM Voice Agent with Watson         ai,apidocs_enabled,gc_migrate,ibm_created,ibm_deprecated,ibm_release,lite,rc_compatible,watson   
vpn-service                                                          vpn-service-broker                                         IBM                                 ibm_created,ibm_deprecated,ibm_release,network   
700c7e8b-6609-71eb-e136-0a0f0ef9c2a2                                 watson-vision-combined                                     IBM                                 apidocs_enabled,gc_migrate,ibm_created,ibm_dedicated_public,ibm_release,rc_compatible   
28aa8e2c-1121-4592-94ed-8b7414eb33be                                 wealthengine-api                                           WealthEngine                        dev_ops,finance,gc_migrate,ibm_dedicated_public,ibm_third_party   
e7726690-71e2-11e5-83c6-db0c70b22ce3                                 weatherinsights                                            IBM                                 analytics,big_data,ibm_created,ibm_dedicated_public,internet_of_things,web_and_app   
01231964-3f23-46f0-850e-07c7a02bb3a0                                 websphereappsvr                                            IBM                                 compute,disable_reclamation,gc_migrate,ibm_created,ibm_deprecated,ibm_release,rc_compatible   
f3a6bad0-297a-11e9-8bc5-bf215cf01ef0                                 wh-acd                                                     IBM                                 apidocs_enabled,hipaa,ibm_created,ibm_release,lite,rc_compatible,service_endpoint_supported,watson   
1b481b5a-1011-4073-899f-fe28f5a032fd                                 workloadscheduler                                          IBM                                 bluemix_extensions,dev_ops,ibm_created,ibm_dedicated_public,web_and_app   
f8a3f6e9-3a1b-4559-a529-26e94702518d                                 xignite-market-data-apis                                   Xignite                             dev_ops,finance,gc_migrate,ibm_dedicated_public,ibm_third_party   
bdd3cc41-1774-4bf7-9044-22d93dfa6853                                 ylabs                                                      Yantra Financial Technologies       dev_ops,finance,gc_migrate,ibm_dedicated_public,ibm_third_party   
